Type,Name,Valid,Air,Earth,Fire,Water,Life,Magic,Ingredient 1,,Ingredient 2,,Ingredient 3,,Ingredient 4,,Ingredient 5,,Ingredient 6,,Ingredient 7,,Ingredient 8,,Ingredient 9
minecraft,cooked_porkchop,Yes,4,2,0,0,8,0,,,,,,,,,,,,,,,,,
minecraft,cooked_rabbit,Yes,4,2,0,0,8,0,,,,,,,,,,,,,,,,,
minecraft,cooked_salmon,Yes,2,0,0,4,8,0,,,,,,,,,,,,,,,,,
minecraft,cookie,Yes,1,2,0,2,2,0,minecraft.wheat,0.25,minecraft.cocoa_beans,0.125,,,,,,,,,,,,,
minecraft,copper_block,Yes,0,144,0,0,0,0,minecraft.copper_ingot,9,,,,,,,,,,,,,,,
util,copper_bulb,No,4,448,16,0,4,12,minecraft.copper_block,3,minecraft.blaze_rod,1,minecraft.redstone_dust,1,,,,,,,,,,,
minecraft,copper_bulb,Yes,4,448,16,0,4,12,util.copper_bulb,1,,,,,,,,,,,,,,,
util,copper_door,No,0,288,0,0,0,0,minecraft.copper_block,2,,,,,,,,,,,,,,,
minecraft,copper_door,Yes,0,288,0,0,0,0,util.copper_door,1,,,,,,,,,,,,,,,
minecraft,copper_grate,Yes,0,144,0,0,0,0,minecraft.copper_block,1,,,,,,,,,,,,,,,
minecraft,copper_ingot,Yes,0,16,0,0,0,0,,,,,,,,,,,,,,,,,
minecraft,copper_ore,Yes,0,18,0,0,0,0,minecraft.copper_ingot,1,minecraft.stone,1,,,,,,,,,,,,,
util,copper_slab,No,0,72,0,0,0,0,minecraft.copper_block,0.5,,,,,,,,,,,,,,,
util,copper_stairs,No,0,216,0,0,0,0,minecraft.copper_block,1.5,,,,,,,,,,,,,,,
util,copper_trapdoor,No,0,432,0,0,0,0,minecraft.copper_block,3,,,,,,,,,,,,,,,
minecraft,copper_trapdoor,Yes,0,432,0,0,0,0,util.copper_trapdoor,1,,,,,,,,,,,,,,,
util,coral,No,0,2,0,4,2,0,,,,,,,,,,,,,,,,,
util,coral_block,No,0,4,0,8,4,0,,,,,,,,,,,,,,,,,
util,coral_fan,No,0,2,0,4,2,0,,,,,,,,,,,,,,,,,
minecraft,cornflower,Yes,0,0,0,2,2,0,util.flower,1,,,,,,,,,,,,,,,
minecraft,cracked_deepslate_bricks,Yes,0,2,0,0,0,0,util.stone,1,,,,,,,,,,,,,,,
minecraft,cracked_deepslate_tiles,Yes,0,2,0,0,0,0,util.stone,1,,,,,,,,,,,,,,,
minecraft,cracked_nether_bricks,Yes,0,8,8,0,0,0,minecraft.nether_bricks,1,,,,,,,,,,,,,,,
minecraft,cracked_polished_blackstone_bricks,Yes,0,2,0,0,0,0,util.stone,1,,,,,,,,,,,,,,,
minecraft,cracked_stone_bricks,Yes,0,2,0,0,0,0,util.stone,1,,,,,,,,,,,,,,,
minecraft,crafting_table,Yes,0,0,0,0,16,0,util.planks,4,,,,,,,,,,,,,,,
minecraft,creeper_charge_banner_pattern,Yes,0,2,0,2,4,4,minecraft.paper,1,minecraft.creeper_head,1,,,,,,,,,,,,,
minecraft,creeper_head,Yes,0,0,0,0,4,4,util.head,1,,,,,,,,,,,,,,,
minecraft,crimson_button,Yes,0,0,0,0,4,0,util.wooden_button,1,,,,,,,,,,,,,,,
minecraft,crimson_door,Yes,0,0,0,0,8,0,util.wooden_door,1,,,,,,,,,,,,,,,
minecraft,crimson_fence,Yes,0,0,0,0,8.33,0,util.fence,1,,,,,,,,,,,,,,,
minecraft,crimson_fence_gate,Yes,0,0,0,0,16,0,util.fence_gate,1,,,,,,,,,,,,,,,
minecraft,crimson_fungus,Yes,0,2,0,0,2,0,util.mushroom,1,,,,,,,,,,,,,,,
minecraft,crimson_hanging_sign,Yes,0,6.52,0,0,16,0,util.hanging_sign,1,,,,,,,,,,,,,,,
minecraft,crimson_hyphae,Yes,0,0,0,0,16,0,util.log,1,,,,,,,,,,,,,,,
minecraft,crimson_nylium,Yes,0,3,0,0,3,0,minecraft.mycelium,1,,,,,,,,,,,,,,,
minecraft,crimson_planks,Yes,0,0,0,0,4,0,util.planks,1,,,,,,,,,,,,,,,
minecraft,crimson_pressure_plate,Yes,0,0,0,0,8,0,util.wooden_pressure_plate,1,,,,,,,,,,,,,,,
minecraft,crimson_roots,Yes,0,0,0,2,2,0,util.flower,1,,,,,,,,,,,,,,,
minecraft,crimson_sign,Yes,0,0,0,0,8.67,0,util.sign,1,,,,,,,,,,,,,,,
minecraft,crimson_slab,Yes,0,0,0,0,2,0,util.wooden_slab,1,,,,,,,,,,,,,,,
minecraft,crimson_stairs,Yes,0,0,0,0,6,0,util.wooden_stairs,1,,,,,,,,,,,,,,,
minecraft,crimson_stem,Yes,0,0,0,0,16,0,util.log,1,,,,,,,,,,,,,,,
minecraft,crimson_trapdoor,Yes,0,0,0,0,12,0,util.wooden_trapdoor,1,,,,,,,,,,,,,,,
minecraft,crossbow,Yes,4,32,0,4,16,0,minecraft.stick,3,minecraft.iron_ingot,1,minecraft.string,2,minecraft.tripwire_hook,1,,,,,,,,,
minecraft,crying_obsidian,Yes,0,16,16,0,0,16,,,,,,,,,,,,,,,,,
minecraft,cut_copper,Yes,0,144,0,0,0,0,minecraft.copper_block,1,,,,,,,,,,,,,,,
minecraft,cut_copper_slab,Yes,0,72,0,0,0,0,util.copper_slab,1,,,,,,,,,,,,,,,
minecraft,cut_copper_stairs,Yes,0,216,0,0,0,0,util.copper_stairs,1,,,,,,,,,,,,,,,
minecraft,cut_red_sandstone,Yes,0,8,0,0,0,0,minecraft.red_sandstone,1,,,,,,,,,,,,,,,
minecraft,cut_red_sandstone_slab,Yes,0,4,0,0,0,0,minecraft.red_sandstone_slab,1,,,,,,,,,,,,,,,
minecraft,cut_sandstone,Yes,0,8,0,0,0,0,minecraft.red_sandstone,1,,,,,,,,,,,,,,,
minecraft,cut_sandstone_slab,Yes,0,4,0,0,0,0,minecraft.red_sandstone_slab,1,,,,,,,,,,,,,,,
minecraft,cyan_banner,Yes,48,0,0,48,48,0,util.banner,1,,,,,,,,,,,,,,,
minecraft,cyan_bed,Yes,24,0,0,24,36,0,util.bed,1,,,,,,,,,,,,,,,
minecraft,cyan_candle,Yes,6,6,0,10,4,0,minecraft.candle,1,util.dye,1,,,,,,,,,,,,,
minecraft,cyan_carpet,Yes,5.33,0,0,5.33,5.33,0,util.wool,0.67,,,,,,,,,,,,,,,
minecraft,cyan_concrete,Yes,0,20,0,6,0,0,util.concrete,1,,,,,,,,,,,,,,,
minecraft,cyan_concrete_powder,Yes,0,20,0,4,0,0,util.concrete_powder,1,,,,,,,,,,,,,,,
minecraft,cyan_dye,Yes,0,4,0,4,0,0,util.dye,1,,,,,,,,,,,,,,,
minecraft,cyan_glazed_terracotta,Yes,0,0,0,0,0,0,minecraft.terracotta,1,,,,,,,,,,,,,,,
minecraft,cyan_shulker_box,Yes,16,16,0,0,40,16,minecraft.shulker_box,1,,,,,,,,,,,,,,,
minecraft,cyan_stained_glass,Yes,0,2,0,0,0,0,minecraft.glass,1,,,,,,,,,,,,,,,
minecraft,cyan_stained_glass_pane,Yes,0,0.75,0,0,0,0,minecraft.glass_pane,1,,,,,,,,,,,,,,,
minecraft,cyan_terracotta,Yes,0,0,0,0,0,0,minecraft.terracotta,1,,,,,,,,,,,,,,,
minecraft,cyan_wool,Yes,8,0,0,8,8,0,util.wool,1,,,,,,,,,,,,,,,
minecraft,damaged_anvil,Yes,0,496,0,0,0,0,minecraft.anvil,1,,,,,,,,,,,,,,,
minecraft,dandelion,Yes,0,0,0,2,2,0,util.flower,1,,,,,,,,,,,,,,,
minecraft,danger_pottery_sherd,No,-,-,-,-,-,-,,,,,,,,,,,,,,,,,
minecraft,dark_oak_boat,Yes,0,0,0,0,20,0,util.boat,1,,,,,,,,,,,,,,,
minecraft,dark_oak_button,Yes,0,0,0,0,4,0,util.wooden_button,1,,,,,,,,,,,,,,,
minecraft,dark_oak_chest_boat,Yes,0,0,0,0,52,0,util.chest_boat,1,,,,,,,,,,,,,,,
minecraft,dark_oak_door,Yes,0,0,0,0,8,0,util.wooden_door,1,,,,,,,,,,,,,,,
minecraft,dark_oak_fence,Yes,0,0,0,0,8.33,0,util.fence,1,,,,,,,,,,,,,,,
minecraft,dark_oak_fence_gate,Yes,0,0,0,0,16,0,util.fence_gate,1,,,,,,,,,,,,,,,
minecraft,dark_oak_hanging_sign,Yes,0,6.52,0,0,16,0,util.hanging_sign,1,,,,,,,,,,,,,,,
minecraft,dark_oak_leaves,Yes,2,0,0,1,2,0,util.leaves,1,,,,,,,,,,,,,,,
minecraft,dark_oak_log,Yes,0,0,0,0,16,0,util.log,1,,,,,,,,,,,,,,,
minecraft,dark_oak_planks,Yes,0,0,0,0,4,0,util.planks,1,,,,,,,,,,,,,,,
minecraft,dark_oak_pressure_plate,Yes,0,0,0,0,8,0,util.wooden_pressure_plate,1,,,,,,,,,,,,,,,
minecraft,dark_oak_sapling,Yes,0,0,0,2,2,0,util.sapling,1,,,,,,,,,,,,,,,
minecraft,dark_oak_sign,Yes,0,0,0,0,8.67,0,util.sign,1,,,,,,,,,,,,,,,
minecraft,dark_oak_slab,Yes,0,0,0,0,2,0,util.wooden_slab,1,,,,,,,,,,,,,,,
minecraft,dark_oak_stairs,Yes,0,0,0,0,6,0,util.wooden_stairs,1,,,,,,,,,,,,,,,
minecraft,dark_oak_trapdoor,Yes,0,0,0,0,12,0,util.wooden_trapdoor,1,,,,,,,,,,,,,,,
minecraft,dark_oak_wood,Yes,0,0,0,0,16,0,util.log,1,,,,,,,,,,,,,,,
minecraft,dark_prismarine,Yes,0,4,0,68,32,32,minecraft.prismarine_shard,8,minecraft.black_dye,1,,,,,,,,,,,,,
minecraft,dark_prismarine_slab,Yes,0,2,0,34,16,16,minecraft.dark_prismarine,0.5,,,,,,,,,,,,,,,
minecraft,dark_prismarine_stairs,Yes,0,6,0,102,48,48,minecraft.dark_prismarine,1.5,,,,,,,,,,,,,,,
minecraft,daylight_detector,Yes,12,30,24,0,6,0,minecraft.glass,3,minecraft.quartz,3,util.wooden_slab,3,,,,,,,,,,,
minecraft,dead_brain_coral,Yes,0,2,0,2,0,0,util.dead_coral,1,,,,,,,,,,,,,,,
minecraft,dead_brain_coral_block,Yes,0,4,0,4,0,0,util.dead_coral_block,1,,,,,,,,,,,,,,,
minecraft,dead_brain_coral_fan,Yes,0,2,0,2,0,0,util.dead_coral_fan,1,,,,,,,,,,,,,,,
minecraft,dead_bubble_coral,Yes,0,2,0,2,0,0,util.dead_coral,1,,,,,,,,,,,,,,,
minecraft,dead_bubble_coral_block,Yes,0,4,0,4,0,0,util.dead_coral_block,1,,,,,,,,,,,,,,,
minecraft,dead_bubble_coral_fan,Yes,0,2,0,2,0,0,util.dead_coral_fan,1,,,,,,,,,,,,,,,
minecraft,dead_bush,Yes,0,0,0,1,1,0,,,,,,,,,,,,,,,,,
util,dead_coral,No,0,2,0,2,0,0,,,,,,,,,,,,,,,,,
util,dead_coral_block,No,0,4,0,4,0,0,,,,,,,,,,,,,,,,,
util,dead_coral_fan,No,0,2,0,2,0,0,,,,,,,,,,,,,,,,,
minecraft,dead_fire_coral,Yes,0,2,0,2,0,0,util.dead_coral,1,,,,,,,,,,,,,,,
minecraft,dead_fire_coral_block,Yes,0,4,0,4,0,0,util.dead_coral_block,1,,,,,,,,,,,,,,,
minecraft,dead_fire_coral_fan,Yes,0,2,0,2,0,0,util.dead_coral_fan,1,,,,,,,,,,,,,,,
minecraft,dead_horn_coral,Yes,0,2,0,2,0,0,util.dead_coral,1,,,,,,,,,,,,,,,
minecraft,dead_horn_coral_block,Yes,0,4,0,4,0,0,util.dead_coral_block,1,,,,,,,,,,,,,,,
minecraft,dead_horn_coral_fan,Yes,0,2,0,2,0,0,util.dead_coral_fan,1,,,,,,,,,,,,,,,
minecraft,dead_tube_coral,Yes,0,2,0,2,0,0,util.dead_coral,1,,,,,,,,,,,,,,,
minecraft,dead_tube_coral_block,Yes,0,4,0,4,0,0,util.dead_coral_block,1,,,,,,,,,,,,,,,
minecraft,dead_tube_coral_fan,Yes,0,2,0,2,0,0,util.dead_coral_fan,1,,,,,,,,,,,,,,,
minecraft,decorated_pot,No,-,-,-,-,-,-,,,,,,,,,,,,,,,,,
minecraft,deepslate,Yes,0,2,0,0,0,0,util.stone,1,,,,,,,,,,,,,,,
minecraft,deepslate_brick_slab,Yes,0,1,0,0,0,0,util.stone,0.5,,,,,,,,,,,,,,,
minecraft,deepslate_brick_stairs,Yes,0,3,0,0,0,0,util.stone,1.5,,,,,,,,,,,,,,,
minecraft,deepslate_brick_wall,Yes,0,2,0,0,0,0,util.stone,1,,,,,,,,,,,,,,,
minecraft,deepslate_bricks,Yes,0,2,0,0,0,0,util.stone,1,,,,,,,,,,,,,,,
minecraft,deepslate_coal_ore,Yes,0,6,4,0,0,0,minecraft.coal,1,minecraft.deepslate,1,,,,,,,,,,,,,
minecraft,deepslate_copper_ore,Yes,0,18,0,0,0,0,minecraft.raw_copper,1,minecraft.deepslate,1,,,,,,,,,,,,,
minecraft,deepslate_diamond_ore,Yes,16,66,0,0,0,0,minecraft.diamond,1,minecraft.deepslate,1,,,,,,,,,,,,,
minecraft,deepslate_emerald_ore,Yes,16,66,0,0,16,16,minecraft.emerald,1,minecraft.deepslate,1,,,,,,,,,,,,,
minecraft,deepslate_gold_ore,Yes,0,34,0,0,0,0,minecraft.raw_gold,1,minecraft.deepslate,1,,,,,,,,,,,,,
minecraft,deepslate_iron_ore,Yes,0,18,0,0,0,0,minecraft.raw_iron,1,minecraft.deepslate,1,,,,,,,,,,,,,
minecraft,deepslate_lapis_lazuli_ore,Yes,0,18,0,8,0,8,minecraft.lapis_lazuli,1,minecraft.deepslate,1,,,,,,,,,,,,,
minecraft,deepslate_redstone_ore,Yes,0,10,8,0,0,8,minecraft.redstone_dust,1,minecraft.deepslate,1,,,,,,,,,,,,,
minecraft,deepslate_tile_slab,Yes,0,1,0,0,0,0,util.stone,0.5,,,,,,,,,,,,,,,
minecraft,deepslate_tile_stairs,Yes,0,3,0,0,0,0,util.stone,1.5,,,,,,,,,,,,,,,
minecraft,deepslate_tile_wall,Yes,0,2,0,0,0,0,util.stone,1,,,,,,,,,,,,,,,
minecraft,deepslate_tiles,Yes,0,2,0,0,0,0,util.stone,1,,,,,,,,,,,,,,,
minecraft,detector_rail,Yes,0,108,8,0,0,8,minecraft.iron_ingot,6,minecraft.stone_pressure_plate,1,minecraft.redstone_dust,1,,,,,,,,,,,
minecraft,diamond,Yes,16,64,0,0,0,0,,,,,,,,,,,,,,,,,
minecraft,diamond_axe,Yes,48,192,0,0,4,0,minecraft.stick,2,minecraft.diamond,3,,,,,,,,,,,,,
minecraft,diamond_block,Yes,144,576,0,0,0,0,minecraft.diamond,9,,,,,,,,,,,,,,,
minecraft,diamond_boots,Yes,64,256,0,0,0,0,minecraft.diamond,4,,,,,,,,,,,,,,,
minecraft,diamond_chestplate,Yes,128,512,0,0,0,0,minecraft.diamond,8,,,,,,,,,,,,,,,
minecraft,diamond_helmet,Yes,80,320,0,0,0,0,minecraft.diamond,5,,,,,,,,,,,,,,,
minecraft,diamond_hoe,Yes,32,128,0,0,4,0,minecraft.stick,2,minecraft.diamond,2,,,,,,,,,,,,,
minecraft,diamond_horse_armor,Yes,160,640,0,0,0,0,,,,,,,,,,,,,,,,,
minecraft,diamond_leggings,Yes,112,448,0,0,0,0,minecraft.diamond,7,,,,,,,,,,,,,,,
minecraft,diamond_ore,Yes,16,66,0,0,0,0,minecraft.diamond,1,minecraft.stone,1,,,,,,,,,,,,,
minecraft,diamond_pickaxe,Yes,48,192,0,0,4,0,minecraft.stick,2,minecraft.diamond,3,,,,,,,,,,,,,
minecraft,diamond_shovel,Yes,16,64,0,0,4,0,minecraft.stick,2,minecraft.diamond,1,,,,,,,,,,,,,
minecraft,diamond_sword,Yes,32,128,0,0,2,0,minecraft.stick,1,minecraft.diamond,2,,,,,,,,,,,,,
minecraft,diorite,Yes,0,2,0,0,0,0,util.stone,1,,,,,,,,,,,,,,,
minecraft,diorite_slab,Yes,0,1,0,0,0,0,minecraft.diorite,0.5,,,,,,,,,,,,,,,
minecraft,diorite_stairs,Yes,0,3,0,0,0,0,minecraft.diorite,1.5,,,,,,,,,,,,,,,
minecraft,diorite_wall,Yes,0,2,0,0,0,0,minecraft.diorite,1,,,,,,,,,,,,,,,
util,dirt,No,0,1,0,0,1,0,,,,,,,,,,,,,,,,,
minecraft,dirt,Yes,0,1,0,0,1,0,util.dirt,1,,,,,,,,,,,,,,,
minecraft,dirt_path,Yes,0,1,0,0,1,0,util.dirt,1,,,,,,,,,,,,,,,
minecraft,disc_fragment,No,-,-,-,-,-,-,,,,,,,,,,,,,,,,,
minecraft,dispenser,Yes,6,22,8,6,12,8,minecraft.cobblestone,7,minecraft.bow,1,minecraft.redstone_dust,1,,,,,,,,,,,
minecraft,dragon_breath,Yes,16,3,0,0,0,64,,,,,,,,,,,,,,,,,
minecraft,dragon_egg,Yes,128,0,128,0,128,128,,,,,,,,,,,,,,,,,
minecraft,dragon_head,Yes,128,0,128,0,128,128,,,,,,,,,,,,,,,,,
minecraft,dried_kelp,Yes,0,1,1,2,1,0,,,,,,,,,,,,,,,,,
minecraft,dried_kelp_block,Yes,0,8,8,16,8,0,minecraft.dried_kelp,8,,,,,,,,,,,,,,,
minecraft,dripstone_block,Yes,0,8,0,8,0,0,minecraft.pointed_dripstone,4,,,,,,,,,,,,,,,
minecraft,dropper,Yes,0,22,8,0,0,8,minecraft.cobblestone,7,minecraft.redstone_dust,1,,,,,,,,,,,,,
minecraft,dune_armor_trim,No,-,-,-,-,-,-,,,,,,,,,,,,,,,,,
util,dye,No,0,4,0,4,0,0,,,,,,,,,,,,,,,,,
minecraft,echo_shard,Yes,16,8,0,0,16,16,,,,,,,,,,,,,,,,,
minecraft,egg,Yes,1,0,0,1,2,0,,,,,,,,,,,,,,,,,
minecraft,elytra,Yes,640,0,0,0,0,64,,,,,,,,,,,,,,,,,
minecraft,emerald,Yes,16,64,0,0,16,16,,,,,,,,,,,,,,,,,
minecraft,emerald_block,Yes,144,576,0,0,144,144,minecraft.emerald,9,,,,,,,,,,,,,,,
minecraft,emerald_ore,Yes,16,66,0,0,16,16,minecraft.emerald,1,minecraft.stone,1,,,,,,,,,,,,,
minecraft,enchanted_book,No,-,-,-,-,-,-,,,,,,,,,,,,,,,,,
minecraft,enchanted_golden_apple,Yes,2,260,0,2,2,32,,,,,,,,,,,,,,,,,
minecraft,enchanting_table,Yes,32,202,64,6,4,64,minecraft.book,1,minecraft.diamond,2,minecraft.obsidian,4,,,,,,,,,,,
minecraft,end_crystal,Yes,26,18,12,0,10,26,minecraft.glass,7,minecraft.ender_eye,1,minecraft.ghast_tear,1,,,,,,,,,,,
minecraft,end_gateway,No,-,-,-,-,-,-,,,,,,,,,,,,,,,,,
minecraft,end_portal,No,-,-,-,-,-,-,,,,,,,,,,,,,,,,,
minecraft,end_portal_frame,No,-,-,-,-,-,-,,,,,,,,,,,,,,,,,
minecraft,end_rod,Yes,8,8,8,4,8,20,minecraft.blaze_rod,1,minecraft.popped_chorus_fruit,1,,,,,,,,,,,,,
minecraft,end_stone,Yes,4,4,0,0,0,2,,,,,,,,,,,,,,,,,
minecraft,end_stone_brick_slab,Yes,2,2,0,0,0,1,minecraft.end_stone,0.5,,,,,,,,,,,,,,,
minecraft,end_stone_brick_stairs,Yes,6,6,0,0,0,3,minecraft.end_stone,1.5,,,,,,,,,,,,,,,
minecraft,end_stone_brick_wall,Yes,4,4,0,0,0,2,minecraft.end_stone,1,,,,,,,,,,,,,,,
minecraft,end_stone_bricks,Yes,4,4,0,0,0,2,minecraft.end_stone,1,,,,,,,,,,,,,,,
minecraft,ender_chest,Yes,10,132,132,0,2,146,minecraft.obsidian,8,minecraft.ender_eye,1,,,,,,,,,,,,,
minecraft,ender_eye,Yes,10,4,4,0,2,18,minecraft.blaze_powder,1,minecraft.ender_pearl,1,,,,,,,,,,,,,
minecraft,ender_pearl,Yes,8,0,0,0,0,16,,,,,,,,,,,,,,,,,
minecraft,experience_bottle,Yes,0,3,0,0,8,8,,,,,,,,,,,,,,,,,
minecraft,explorer_pottery_sherd,No,-,-,-,-,-,-,,,,,,,,,,,,,,,,,
minecraft,exposed_chiseled_copper,Yes,0,144,0,0,0,0,minecraft.copper_block,1,,,,,,,,,,,,,,,
minecraft,exposed_copper,Yes,0,144,0,0,0,0,minecraft.copper_block,1,,,,,,,,,,,,,,,
minecraft,exposed_copper_bulb,Yes,4,448,16,0,4,12,minecraft.copper_bulb,1,,,,,,,,,,,,,,,
minecraft,exposed_copper_door,Yes,0,288,0,0,0,0,minecraft.copper_door,1,,,,,,,,,,,,,,,
minecraft,exposed_copper_grate,Yes,0,144,0,0,0,0,minecraft.copper_grate,1,,,,,,,,,,,,,,,
minecraft,exposed_copper_trapdoor,Yes,0,432,0,0,0,0,minecraft.copper_trapdoor,1,,,,,,,,,,,,,,,
minecraft,exposed_cut_copper,Yes,0,144,0,0,0,0,minecraft.copper_block,1,,,,,,,,,,,,,,,
minecraft,exposed_cut_copper_slab,Yes,0,72,0,0,0,0,minecraft.copper_block,0.5,,,,,,,,,,,,,,,
minecraft,exposed_cut_copper_stairs,Yes,0,216,0,0,0,0,minecraft.copper_block,1.5,,,,,,,,,,,,,,,
minecraft,eye_armor_trim,No,-,-,-,-,-,-,,,,,,,,,,,,,,,,,
minecraft,farmland,No,-,-,-,-,-,-,,,,,,,,,,,,,,,,,
minecraft,feather,Yes,4,0,0,0,2,0,,,,,,,,,,,,,,,,,
util,fence,No,0,0,0,0,8.33,0,util.planks,1.33,minecraft.stick,1.5,,,,,,,,,,,,,
util,fence_gate,No,0,0,0,0,16,0,util.planks,2,minecraft.stick,4,,,,,,,,,,,,,
minecraft,fermented_spider_eye,Yes,0,4,0,6,10,2,util.mushroom,1,minecraft.sugar,1,minecraft.spider_eye,1,,,,,,,,,,,
minecraft,fern,Yes,0,0,0,2,2,0,util.flower,1,,,,,,,,,,,,,,,
minecraft,field_masoned_banner_pattern,Yes,0,18,8,10,0,0,minecraft.paper,1,minecraft.bricks,1,,,,,,,,,,,,,
minecraft,fire,No,-,-,-,-,-,-,,,,,,,,,,,,,,,,,
minecraft,fire_charge,Yes,6,16,16,0,2,2,minecraft.blaze_powder,1,minecraft.coal,1,minecraft.gunpowder,1,,,,,,,,,,,
minecraft,fire_coral,Yes,0,2,0,4,2,0,util.coral,1,,,,,,,,,,,,,,,
minecraft,fire_coral_block,Yes,0,4,0,8,4,0,util.coral_block,1,,,,,,,,,,,,,,,
minecraft,fire_coral_fan,Yes,0,2,0,4,2,0,util.coral_fan,1,,,,,,,,,,,,,,,
minecraft,firework_rocket,No,-,-,-,-,-,-,,,,,,,,,,,,,,,,,
minecraft,firework_star,No,-,-,-,-,-,-,,,,,,,,,,,,,,,,,
minecraft,fishing_rod,Yes,4,0,0,4,10,0,minecraft.stick,3,minecraft.string,2,,,,,,,,,,,,,
minecraft,fletching_table,Yes,0,8,0,0,16,0,minecraft.flint,2,util.planks,4,,,,,,,,,,,,,
minecraft,flint,Yes,0,4,0,0,0,0,,,,,,,,,,,,,,,,,
minecraft,flint_and_steel,Yes,0,20,0,0,0,0,minecraft.iron_ingot,1,minecraft.flint,1,,,,,,,,,,,,,
minecraft,flow_armor_trim,No,-,-,-,-,-,-,,,,,,,,,,,,,,,,,
minecraft,flow_banner_pattern,No,-,-,-,-,-,-,,,,,,,,,,,,,,,,,
minecraft,flow_pottery_sherd,No,-,-,-,-,-,-,,,,,,,,,,,,,,,,,
util,flower,No,0,0,0,2,2,0,,,,,,,,,,,,,,,,,
minecraft,flower_charge_banner_pattern,No,-,-,-,-,-,-,,,,,,,,,,,,,,,,,
minecraft,flower_pot,Yes,0,12,6,6,0,0,minecraft.brick,3,,,,,,,,,,,,,,,
minecraft,flowering_azalea,Yes,0,0,0,2,2,0,minecraft.azalea,1,,,,,,,,,,,,,,,
minecraft,flowering_azalea_leaves,Yes,2,0,0,1,2,0,minecraft.azalea_leaves,1,,,,,,,,,,,,,,,
minecraft,friend_pottery_sherd,No,-,-,-,-,-,-,,,,,,,,,,,,,,,,,
minecraft,frogspawn,No,-,-,-,-,-,-,,,,,,,,,,,,,,,,,
minecraft,frosted_ice,No,-,-,-,-,-,-,,,,,,,,,,,,,,,,,
minecraft,furnace,Yes,0,16,0,0,0,0,minecraft.cobblestone,8,,,,,,,,,,,,,,,
minecraft,furnace_minecart,Yes,0,96,0,0,0,0,minecraft.minecart,1,minecraft.furnace,1,,,,,,,,,,,,,
minecraft,ghast_tear,Yes,16,0,8,0,8,8,,,,,,,,,,,,,,,,,
minecraft,gilded_blackstone,Yes,0,19.78,0,0,0,0,minecraft.blackstone,1,minecraft.gold_nugget,5,,,,,,,,,,,,,
minecraft,glass,Yes,0,2,0,0,0,0,minecraft.sand,1,,,,,,,,,,,,,,,
minecraft,glass_bottle,Yes,0,6,0,0,0,0,minecraft.glass,3,,,,,,,,,,,,,,,
minecraft,glass_pane,Yes,0,0.75,0,0,0,0,minecraft.glass,0.375,,,,,,,,,,,,,,,
minecraft,glistening_melon_slice,Yes,0,32.44,0,4,1,0,minecraft.gold_nugget,8,minecraft.melon_slice,1,,,,,,,,,,,,,
minecraft,globe_banner_pattern,No,-,-,-,-,-,-,,,,,,,,,,,,,,,,,
minecraft,glow_berries,Yes,0,2,1,1,1,2,,,,,,,,,,,,,,,,,
minecraft,glow_ink_sac,Yes,0,4,4,4,2,2,,,,,,,,,,,,,,,,,
minecraft,glow_item_frame,Yes,0,8,4,4,22,2,minecraft.glow_ink_sac,1,minecraft.item_frame,1,,,,,,,,,,,,,
minecraft,glow_lichen,Yes,0,0,1,1,2,0,,,,,,,,,,,,,,,,,
minecraft,glowstone,Yes,32,32,32,0,0,32,minecraft.glowstone_dust,4,,,,,,,,,,,,,,,
minecraft,glowstone_dust,Yes,8,8,8,0,0,8,,,,,,,,,,,,,,,,,
minecraft,goat_horn,Yes,4,2,0,0,4,0,,,,,,,,,,,,,,,,,
minecraft,gold_block,Yes,0,288,0,0,0,0,minecraft.gold_ingot,9,,,,,,,,,,,,,,,
minecraft,gold_ingot,Yes,0,32,0,0,0,0,,,,,,,,,,,,,,,,,
minecraft,gold_nugget,Yes,0,3.556,0,0,0,0,minecraft.gold_ingot,0.111,,,,,,,,,,,,,,,
minecraft,gold_ore,Yes,0,34,0,0,0,0,minecraft.raw_gold,1,minecraft.stone,1,,,,,,,,,,,,,
minecraft,golden_apple,Yes,1,257,0,2,4,0,minecraft.gold_ingot,8,minecraft.apple,1,,,,,,,,,,,,,
minecraft,golden_axe,Yes,0,96,0,0,4,0,minecraft.stick,2,minecraft.gold_ingot,3,,,,,,,,,,,,,
minecraft,golden_boots,Yes,0,128,0,0,0,0,minecraft.gold_ingot,4,,,,,,,,,,,,,,,
minecraft,golden_carrot,Yes,0,29.44,0,1,1,0,minecraft.gold_nugget,8,minecraft.carrot,1,,,,,,,,,,,,,
minecraft,golden_chestplate,Yes,0,256,0,0,0,0,minecraft.gold_ingot,8,,,,,,,,,,,,,,,
minecraft,golden_helmet,Yes,0,160,0,0,0,0,minecraft.gold_ingot,5,,,,,,,,,,,,,,,
minecraft,golden_hoe,Yes,0,64,0,0,4,0,minecraft.stick,2,minecraft.gold_ingot,2,,,,,,,,,,,,,
minecraft,golden_horse_armor,Yes,0,320,0,0,0,0,,,,,,,,,,,,,,,,,
minecraft,golden_leggings,Yes,0,224,0,0,0,0,minecraft.gold_ingot,7,,,,,,,,,,,,,,,
minecraft,golden_pickaxe,Yes,0,96,0,0,4,0,minecraft.stick,2,minecraft.gold_ingot,3,,,,,,,,,,,,,
